Year;Month;Day;Hour;Min;Sec;EpicentralArea;Lat;Lon;Dep;Io;Mw;ErMw
1869;2;7;4;52;;Senese;43,336;11,333;;5-6;4,4;0,46
1869;2;7;;;;Senese;43,342;11,35;;6-7;4,81;0,57
1869;3;31;13;;;Gargano;41,709;15,683;;5-6;4,4;0,46
1869;6;25;13;58;;Appennino bolognese;44,314;11,116;;7-8;5,43;0,32
1869;9;26;20;45;;Valdelsa;43,453;11,105;;6-7;4,98;0,58
1869;10;13;3;30;;Alta Carniola;46,35;14,17;;7;5,1;0,46
1869;11;28;;;;Vibonese;38,754;16,124;;5-6;4,6;0,28
1869;11;29;17;38;;Aosta;45,736;7,317;;4-5;3,93;0,46
1869;12;13;2;53;;Sassuolo;44,629;10,779;;5;4,57;0,39
1870;2;8;;;;Anconetano;43,555;13,473;;7;5,15;0,43
1870;2;28;11;20;;Rijeka;45,338;14,381;;5;4,56;0,32
1870;3;1;20;;;Costa croata settentrionale;45,456;14,334;;8;5,62;0,18
1870;3;1;21;;;Costa croata settentrionale;45,41;15;;5;4,16;0,46
1870;3;2;2;;;Slovenia centrale;46,1;14,9;;7;5,1;0,46
1870;5;10;16;56;;Costa croata settentrionale;45,4;14,4;;7;5,1;0,46
1870;10;4;16;55;;Cosentino;39,22;16,331;;9-10;6,24;0,13
1870;10;30;18;34;;Forlivese;44,133;12,062;;8;5,61;0,23
1871;1;22;21;30;;Pianura romagnola;44,218;12,075;;6;4,95;0,41
1871;6;29;20;45;;Grimaldi;39,222;16,243;;5;4,16;0,46
1871;7;29;20;45;;Val di Cecina;43,301;10,619;;7-8;5,15;0,35
1871;8;1;22;;;Gargano;41,928;15,621;;5;4,16;0,46
1871;8;14;2;;;Chietino;42,173;14,341;;4;3,7;0,46
1871;10;22;13;;;Chianti;43,421;11,349;;6;4,63;0,46
1872;5;14;17;45;;Cividale del Friuli;46,093;13,431;;5-6;4,4;0,46
1872;5;17;23;30;;Ljubljana;46,03;14,5;;5;4,16;0,46
1872;8;8;5;10;;Tirol, Innsbruck;47,27;11,39;;6;4,63;0,46
1872;10;8;13;25;;Cosentino;39,412;16,309;;5;4,72;0,52
1872;11;27;7;20;;Bassa Engadina, Zernez;46,69;10,11;;4;3,2;1
1872;12;12;18;;;Cassinese;41,412;13,751;;4;3,7;0,46
1873;3;12;20;4;;Appennino marchigiano;43,089;13,244;;8;5,85;0,1
1873;4;19;15;15;;Costa croata settentrionale;45;14,9;;7;5,1;0,46
1873;5;16;19;35;;Reggiano;44,612;10,701;;6-7;5,01;0,45
1873;6;29;3;58;;Alpago Cansiglio;46,159;12,383;;9-10;6,29;0,1
1873;7;12;6;6;;Val Comino;41,686;13,778;;7-8;5,38;0,16
1873;8;3;21;53;;Biellese;45,558;7,978;;4;3,7;0,46
1873;9;11;9;3;;Cosenza;39,303;16,252;;6;4,63;0,46
1873;9;17;;;;Appennino tosco-ligure;44,234;9,862;;6-7;5,26;0,13
1873;11;6;8;30;;Belluno;46,139;12,218;;4-5;3,93;0,46
1873;12;13;;;;Mignano Monte Lungo;41,405;13,983;;5-6;4,47;0,31
1874;2;3;6;;;Maceratese;43,366;13,621;;5-6;4,4;0,46
1874;2;24;6;52;;Aquilano;42,333;13,777;;6-7;5,12;0,24
1874;10;7;;;;Imolese;44,168;11,589;;7;4,96;0,13
1874;12;1;19;30;;Vallese, Sankt Niklaus;45,96;7,76;;5;4,4;1
1874;12;6;15;50;;Val Comino;41,655;13,827;;7-8;5,48;0,22
1875;1;7;23;45;;Etna - Zerbate (Aci S. Antonio);37,626;15,136;;7;3,75;0,34
1875;1;10;8;;;Portico di Romagna;44,025;11,783;;5;4,16;0,46
1875;2;11;20;;;Biellese;45,57;7,919;;5;4,16;0,46
1875;2;14;4;40;;Canavese;45,487;7,867;;4-5;3,93;0,46
1875;3;17;23;51;;Costa romagnola;44,209;12,659;;8;5,74;0,1
1875;10;14;9;30;;Tarentaise;45,466;6,55;;5;4,16;0,46
1875;10;24;20;13;;Belluno;46,139;12,218;;4;3,7;0,46
1875;12;6;;;;Gargano;41,689;15,677;;8;5,86;0,12
1876;3;28;1;;;Alpago Cansiglio;46,13;12,288;;4;3,7;0,46
1876;4;29;10;49;;Monte Baldo;45,749;10,785;;7;5,07;0,22
1876;4;29;13;15;;Monte Baldo;45,676;10,854;;5;4,16;0,46
1876;4;29;23;;;Monte Baldo;45,725;10,818;;5-6;4,4;0,46
1876;5;1;10;50;;Verona;45,439;10,994;;4-5;3,93;0,46
1876;5;2;;;;Monte Baldo;45,756;10,787;;6-7;4,86;0,46
1876;5;22;0;30;;Spoleto;42,736;12,737;;5-6;4,57;0,21
1876;5;29;10;45;;Monte Baldo;45,73;10,785;;6-7;4,86;0,46
1876;6;11;1;20;;Corleone;37,812;13,301;;6;4,71;0,18
1876;9;12;23;8;;Reggio di Calabria;38,018;15,852;;5;4,16;0,46
1876;10;8;19;;;Alvito;41,689;13,743;;5;4,16;0,46
1876;10;22;8;9;;Alpi Giulie;46,506;13,306;;4;3,7;0,46
1876;10;26;14;18;;Monti Prenestini;41,827;12,784;;7;5,06;0,28
1877;5;23;18;5;;Carnia;46,339;13,077;;4;3,7;0,46
1877;8;16;12;24;;Rocca di Papa;41,744;12,754;;6;4,55;0,39
1877;8;24;2;45;;Lazio meridionale;41,71;13,351;;7;5,21;0,17
1877;10;1;7;20;;Monte Baldo;45,761;10,808;;6;4,44;0,5
1877;10;8;5;12;;Faucigny;45,883;6,162;;6;5,05;0,1
1877;10;22;21;;;Vallese, Zermatt;46,033;7,75;;5;3,9;0,5
1877;12;23;5;3;;Viterbese;42,288;12,116;;6;4,72;0,3
1878;1;13;2;15;;Slovenia centrale;45,98;14,22;;5-6;4,4;0,46
1878;1;22;7;44;;Cuneese;44,673;7,334;;4-5;3,93;0,46
1878;1;27;10;6;;Slovenia centrale;46,1;14,9;;7;5,1;0,46
1878;2;13;19;30;;Cascia;42,718;13,013;;4-5;4,22;0,42
1878;3;6;9;14;;Feltrino;46,06;12,012;;5;4,16;0,46
1878;3;12;21;36;;Bolognese;44,424;11,543;;6;4,84;0,24
1878;4;5;9;46;;Bolognese;44,404;11,512;;6;4,63;0,46
1878;4;14;18;45;;Grigioni, Val Lischana-Scuol;46,78;10,32;;5;3,9;0,5
1878;6;4;14;40;;Bolognese;44,276;11,38;;5;4,52;0,52
1878;6;7;22;25;;Cuneese;44,442;7,359;;6;4,86;0,19
1878;9;10;13;31;;Lunigiana;44,218;10,037;;6-7;4,98;0,4
1878;9;15;7;20;;Valle Umbra;42,851;12,673;;8;5,46;0,22
1878;9;23;20;20;;Costa croata settentrionale;45;14,9;;8;5,56;0,46
1878;10;4;0;46;;Mineo;37,266;14,691;;5-6;4,29;0,48
1878;11;9;17;48;50;Tossignano;44,226;11,491;;5;4,53;0,49
1879;1;11;9;8;;Carinthia, Eisenkappel;46,49;14,59;;6;4,63;0,46
1879;2;12;13;42;;Slovenia centrale;46,17;14,42;;6;4,63;0,46
1879;2;14;;;;Garda occidentale;45,715;10,127;;5;4,62;0,39
1879;2;23;18;30;;Valnerina;42,766;13,043;;8;5,59;0,32
1879;4;27;4;6;;Appennino tosco-emiliano;44,168;11,587;;7;5,03;0,32
1879;6;16;19;0;;Etna - Bongiardo (S. Venerina);37,686;15,135;;5-6;2,91;0,3
1879;6;17;6;50;;Etna - Bongiardo (S. Venerina);37,678;15,143;;8-9;4,59;0,38
1879;6;22;4;15;;Friuli;46,139;13,224;;5-6;4,74;0,19
1879;7;26;7;30;;Etna - Macchia (Giarre);37,722;15,173;;6;3,19;0,31
1879;9;12;;;;Alta Carniola;46,17;14,32;;6-7;4,86;0,46
1879;12;30;12;27;;Chablais;46,095;6,633;;7;5,2;0,14
1879;12;30;20;10;;Chablais;46,067;6,583;;4;4,34;0,18
1880;6;18;20;30;;Etna - Versante orientale;37,691;15,13;;5;2,63;0,29
1880;7;4;8;20;;Vallese, Embd;46,22;7,8;;7;5,2;0,5
1880;7;4;19;50;;Vallese, Brig-Visp;46,28;7,88;;5;4,4;0,5
1880;7;23;1;50;;Imola;44,315;11,719;;5;4,16;0,46
1880;7;24;5;40;;Isola di Ventotene;40,797;13,431;;6;4,63;0,46
1880;8;2;2;15;;Biellese;45,627;7,981;;5;4,16;0,46
1880;11;14;7;30;;Tirol, Scharnitz;47,39;11,26;;6;4,63;0,46
1880;12;1;10;;;Mistretta;37,928;14,361;;5;4,16;0,46
1881;1;24;16;14;;Bolognese;44,401;11,349;;7;5,22;0,19
1881;1;25;7;6;;Bolognese;44,411;11,459;;5;4,59;0,38
1881;2;4;1;26;;Carniola interna;45,75;14,08;;6-7;4,86;0,46
1881;2;12;2;30;;Etna - Codavolpe (S. Venerina);37,71;15,168;;7;3,75;0,34
1881;2;12;;;;Russi;44,371;12,033;;5-6;4,69;0,32
1881;2;14;9;0;30;Appennino bolognese;44,405;11,484;;6;4,77;0,31
1881;3;2;0;10;;Biellese;45,554;8,021;;5;4,16;0,46
1881;3;3;2;30;;Vallese, Brig;46,3;8;;5;4,6;1
1881;3;4;12;15;;Isola d'Ischia;40,747;13,895;;9;4,14;0,5
1881;3;11;22;50;;Valle Umbra;42,814;12,715;;5;4,51;0,32
1881;4;23;4;12;;Paola;39,36;16,041;;5;4,16;0,46
1881;6;9;0;35;;Basso Vallese;46,367;6,875;;5;4,51;0,13
1881;6;18;2;50;;Carnia;46,398;13,019;;4-5;3,93;0,46
1881;7;22;0;5;;Belledonne-Pelvoux;45,283;6,35;;4-5;4,58;0,2
1881;7;22;2;45;;Belledonne-Pelvoux;45,444;6,1;;7;5,39;0,1
1881;8;3;14;42;;Alessandrino;44,724;8,524;;4;3,7;0,46
1881;8;5;0;30;;Belledonne-Pelvoux;45,525;5,679;;6;5,03;0,15
1881;9;10;7;;;Chietino;42,237;14,335;;7-8;5,41;0,18
1881;9;28;;;;Cesena;44,142;12,189;;6-7;4,71;0,23
1881;11;5;8;42;;Carinthia, Gmuend;46,91;13,54;;6;4,63;0,46
1881;11;25;17;25;;Vaud, Aigle;46,3;6,97;;6;4,6;0,5
1882;1;13;;;;Monti Volsini;42,627;11,828;;6;4,63;0,46
1882;1;23;;;;Tirol, Weissenbach/Lech;47,44;10,64;;6;4,63;0,46
1882;2;12;;;;Chietino;42,291;14,347;;7;5,26;0,52
1882;2;15;5;;;Val Borbera;44,66;9,085;;6;4,77;0,32
1882;2;27;6;30;;Valle Seriana;45,878;9,926;;6-7;4,81;0,23
1882;3;10;;;;Stretto di Messina;38,026;15,417;;4;3,7;0,46
1882;5;11;23;30;;Tarentaise;45,483;6,533;;4;3,7;0,46
1882;5;26;4;15;;Cascia;42,727;12,875;;5;4,45;0,26
1882;6;6;5;40;;Isernino;41,557;14,202;;7;5,2;0,2
1882;7;17;5;30;;Slovenia centrale;46;14,25;;5;4,16;0,46
1882;7;17;7;51;;Slovenia centrale;46;14,25;;7;5,1;0,46
1882;8;16;;;;Costa ascolana;42,982;13,941;;7;5,15;0,36
1882;9;18;19;25;;Monte Baldo;45,71;10,77;;7;5,08;0,58
1883;3;7;21;15;;Piemonte sud-occidentale;44,604;7,401;;4-5;4,17;0,25
1883;3;16;;;;Monti Prenestini;41,831;12,828;;7;5,1;0,46
1883;3;22;0;15;;Etna - Nicolosi;37,653;15,065;;8-9;4,59;0,38
1883;3;22;22;30;;Etna - Belpasso;37,602;15,002;;7-8;4,03;0,36
1883;3;26;21;26;;Etna - Nicolosi;37,614;15,026;;6-7;3,47;0,33
1883;4;5;8;58;;Etna - Nicolosi;37,665;15,075;;6-7;3,47;0,33
1883;4;28;1;25;;Etna - Nicolosi;37,614;15,026;;6-7;3,47;0,33
1883;4;28;15;30;;Etna - Torre Del Grifo (Mascalucia);37,598;15,05;;5-6;2,91;0,3
1883;4;28;;;;Villa Santa Lucia;41,5;13,801;;5;4,16;0,46
1883;6;24;7;47;;Etna - Versante orientale;37,705;15,121;;7-8;4,03;0,36
1883;7;25;9;50;;Calabria centrale;39,052;16,452;;5;4,47;0,45
1883;7;28;20;25;;Isola d'Ischia;40,744;13,885;;9-10;4,26;0,5
1883;9;2;7;3;;Colli Albani;41,807;12,765;;5-6;4,67;0,41
1883;10;22;3;30;;Prealpi Trevigiane;46,037;12,361;;5-6;4,64;0,5
1883;11;7;3;;;Monti della Laga;42,671;13,255;;7;5,1;0,46
1883;11;13;17;0;;Etna - Versante orientale;37,678;15,107;;5-6;2,91;0,3
1884;1;10;20;35;;Etna - Versante settentrionale;37,859;15,043;;6;3,19;0,31
1884;1;10;;;;Atri;42,665;13,953;;5-6;4,63;0,39
1884;2;6;23;30;;Colli Albani;41,72;12,671;;6;4,63;0,46
1884;5;4;20;13;;Calabria centrale;38,81;16,306;;4;4,29;0,37
1884;8;7;2;15;;Colli Albani;41,764;12,685;;5;4,38;0,26
1884;8;15;;;;Alto Maceratese;42,93;13,088;;5;4,16;0,46
1884;9;12;7;23;;Pianura lombarda;45,547;9,77;;6;4,7;0,26
1884;11;23;16;15;;Queyras;44,646;6,525;;5;4,6;0,18
1884;11;27;22;15;;Alpi Cozie;44,934;6,623;;6-7;5,17;0,17
1884;11;29;0;20;;Thones-Annecy;45,883;6,333;;5-6;4,3;1
1884;12;27;21;55;;Alpi Giulie;46,504;13,583;;4;3,7;0,46
1885;1;24;20;;;Liguria occidentale;43,855;7,884;;5-6;4,4;0,46
1885;2;26;20;48;;Pianura Padana;45,209;10,169;;6;5,01;0,13
1885;3;11;0;15;;Etna - Macchia (Giarre);37,729;15,169;;5-6;2,91;0,3
1885;3;23;19;22;;Cassinese;41,489;13,822;;5;4,16;0,46
1885;4;10;1;44;;Appennino laziale-abruzzese;41,82;13,104;;5;4,57;0,28
1885;4;13;10;25;;Berna, Zweisimmen;46,57;7,38;;7;4,9;0,5
1885;6;17;22;34;;Monti Reatini;42,521;12,844;;7;4,9;0,47
1885;7;1;7;15;;Cuneese;44,26;7,465;;4-5;3,93;0,46
1885;9;17;9;35;;Benevento;41,147;14,861;;5;4,26;0,35
1885;9;25;7;5;;Etna - Nicolosi;37,614;15,026;;7;3,75;0,34
1885;9;25;23;58;;Vallese, Sion;46,217;7,35;;5-6;4,3;1
1885;10;2;2;30;;Etna - Nicolosi;37,614;15,026;;6-7;3,47;0,33
1885;12;24;10;50;;Basilicata;40,534;16,427;;6-7;5,09;0,51
1885;12;26;2;;;Molise;41,545;14,586;;5-6;4,66;0,28
1885;12;29;;;;Alpago Cansiglio;45,997;12,32;;6;4,96;0,17
1886;1;17;7;10;;Albano;41,713;12,68;;6;4,63;0,46
1886;2;6;6;30;;Vibonese;38,593;16,179;;5-6;4,5;0,27
1886;3;6;;;;Cosentino;39,338;16,191;;7-8;5,57;0,33
1886;5;11;0;0;;Etna - Macchia (GIarre);37,719;15,167;;5-6;2,91;0,3
1886;6;5;11;13;;Etna - S. Venerina;37,697;15,152;;7;3,75;0,34
1886;7;28;6;29;;Ceccano;41,589;13,373;;4-5;3,93;0,46
1886;9;5;23;40;;Alto Aniene;42,025;12,995;;5-6;4,4;0,46
1886;9;5;;;;Torinese;45,036;7,306;;7;5,22;0,14
1886;9;29;17;25;;Bassa Engadina, S-chanf;46,61;10,05;;5;4,2;0,5
1886;10;15;2;20;;Collecchio;44,75;10,306;;6;4,7;0,2
1886;11;28;22;30;;Tirol, Nassereith;47,32;10,84;;7-8;5,33;0,46
1887;1;27;2;45;;Aquilano;42,343;13,433;;5;4,17;0,3
1887;2;23;5;21;50;Liguria occidentale;43,891;7,992;;9;6,27;0,1
1887;2;24;1;50;;Riviera italo-francese;43,7;7,267;;4;4,59;0,31
1887;3;3;2;;;Cuneese;44,458;7,093;;5;4,16;0,46
1887;3;29;8;58;;Valle del Brenta;45,734;11,668;;5;4,16;0,46
1887;4;14;2;15;;Asolano;45,822;11,86;;6;4,82;0,44
1887;4;15;2;50;;Marsica;41,995;13,482;;4-5;3,93;0,46
1887;5;20;4;12;;Lecchese;45,827;9,359;;5;3,97;0,29
1887;5;26;;;;Jesi;43,525;13,17;;5;4,44;0,4
1887;9;30;15;55;;Faenza;44,288;11,881;;5;4,12;0,4
1887;10;1;3;5;;Cuneese;44,575;7,319;;4-5;3,93;0,46
1887;11;14;5;48;5;Fiorentino;43,749;11,219;;6;4,47;0,11
1887;12;3;3;45;;Calabria settentrionale;39,564;16,221;;8;5,55;0,12
1888;2;25;17;21;;Stromboli;38,806;15,235;;7;5,1;0,46
1888;7;8;20;47;;Teramo;42,556;13,665;;5;4,46;0,35
1888;9;18;2;33;;Ljubljana;46,08;14,53;;5;4,16;0,46
1888;9;26;3;30;;Gangi;37,796;14,205;;6;4,63;0,46
1889;1;10;19;10;;Catanzarese;38,947;16,509;;5;4,16;0,46
1889;1;27;21;47;;Slovenia centrale;46,25;14,6;;6;4,63;0,46
1889;3;8;2;57;4;Bolognese;44,355;11,314;;5;4,53;0,24
1889;4;6;14;30;;Sabina;42,293;12,692;;5;4,3;0,46
1889;5;29;8;58;;Calabria meridionale;38,029;15,956;;5;4,36;0,35
1889;6;25;1;29;;Tolmezzo;46,398;13,019;;5-6;4,4;0,46
1889;6;29;0;10;;Cassinese;41,511;13,799;;5;4,37;0,63
1889;7;21;12;30;;Ischia di Castro;42,572;11,783;;5-6;4,4;0,46
1889;8;9;21;15;;Slovenia occidentale;46;14,05;;5-6;4,4;0,46
1889;8;26;5;31;;Castel di Sangro;41,783;14,108;;4;4,2;0,43
1889;10;5;13;52;;Calabria meridionale;38,484;15,953;;5;4,53;0,31
1889;10;13;10;10;;Carnia;46,398;13,019;;6;4,4;0,23
1889;11;28;19;10;;Monti Sibillini;42,814;13,404;;4-5;4,19;0,44
1889;11;29;3;49;;Giulianello;41,672;12,856;;5;4,16;0,46
1889;12;8;;;;Gargano;41,83;15,688;;7;5,47;0,12
1889;12;12;;;;San Piero a Sieve;43,898;11,643;;5;4,16;0,46
1889;12;25;17;23;;Etna - S. Maria Ammalati (Acireale);37,646;15,158;;7-8;4,03;0,36
1890;2;15;2;35;8;Valdelsa;43,589;11,169;;5;4,52;0,35
1890;3;26;20;10;;Bellunese;46,214;12,385;;6;4,82;0,31
1890;5;4;12;9;;Valdelsa;43,542;11,172;;5;4,16;0,46
1890;5;25;;;;Isola di Pantelleria;36,777;11,994;;5-6;4,69;0,54
1891;1;20;3;16;;Vallese, Ovronnaz;46,3;7,25;;5;3,9;1
1891;1;26;3;10;;Stromboli;38,806;15,235;;5;4,16;0,46
1891;4;24;6;45;;Pescia;43,903;10,69;;4-5;3,93;0,46
1891;5;9;0;16;;Val Roveto;41,804;13,486;;5;4,42;0,25
1891;5;28;6;15;;Alessandrino;44,714;8,669;;5;4,13;0,39
1891;6;7;1;6;14;Valle d'Illasi;45,564;11,165;;8-9;5,87;0,1
1891;6;15;;;;Peschiera;45,43;10,767;;6;4,69;0,22
1891;6;27;12;11;48;Salina;38,556;14,844;;5;4,16;0,46
1891;7;14;5;58;;Trevi;42,843;12,747;;5;4,16;0,46
1891;8;1;13;32;22;Lugo;44,353;11,896;;4-5;4,36;0,32
1891;10;1;17;57;;Pignataro;41,489;13,822;;5-6;4,4;0,46
1891;10;13;0;40;;Bassa Engadina, Scuol;46,81;10,35;;4;3,2;1
1891;10;17;19;30;;Isola di Pantelleria;36,822;11,955;;5-6;4,4;0,46
1891;12;8;;;;Alta Valtiberina;43,391;12,147;;5;4,34;0,33
1891;12;20;16;36;;Val d'Ossola;46,204;8,297;;4-5;3,96;0,38
1891;12;22;;;;Valtellina;46,139;9,829;;5-6;4,41;0,53
1892;1;5;;;;Garda occidentale;45,592;10,471;;6-7;4,96;0,14
1892;1;11;1;56;;Alpago Cansiglio;46,148;12,321;;4-5;4,02;0,44
1892;1;21;20;15;;Valle del Salto;42,231;13,11;;5;4,4;0,33
1892;1;22;23;47;;Monti Iblei;37,189;14,778;;5;4,41;0,27
1892;1;22;;;;Colli Albani;41,725;12,712;;7;5,14;0,16
1892;3;5;;;;Valle d'Aosta;45,569;7,797;;7;4,98;0,12
1892;3;16;12;38;;Alicudi;38,552;14,605;;7;5,24;0,45
1892;4;20;;;;Gargano;41,762;16,097;;6-7;5,02;0,27
1892;5;8;;;;Liguria occidentale;43,825;7,729;;4;4,04;0,32
1892;5;17;3;8;15;Carpineti;44,377;10,508;;5;4,28;0,56
1892;6;6;;;;Isole Tremiti;42,12;15,503;;6;4,88;0,17
1892;6;23;23;20;;Dolomiti Friulane;46,267;12,515;;5-6;4,58;0,12
1892;6;24;2;4;;Dolomiti Friulane;46,121;12,358;;4-5;3,93;0,46
1892;7;8;18;50;;Etna - Versante meridionale;37,673;14,997;;7-8;4,03;0,36
1892;7;9;13;32;;Etna - Versante orientale;37,666;15,077;;6;3,19;0,31
1892;8;7;21;32;;Stromboli;38,806;15,235;;5;4,16;0,46
1892;8;9;7;58;;Valle d'Alpone;45,566;11,204;;6-7;4,91;0,1
1892;9;5;20;0;;Etna - Versante sud-orientale;37,619;15,124;;6;3,19;0,31
1892;9;23;14;30;;Etna - Versante sud-occidentale;37,62;14,954;;6;3,19;0,31
1892;11;16;2;10;;Isola di Ponza;40,916;12,912;;5-6;4,4;0,46
1892;11;21;;;;Alta Valtiberina;43,48;12,273;;5-6;4,25;0,22
1892;11;27;0;40;;Cuneese;44,275;7,49;;5;4,38;0,35
1892;12;29;13;47;48;Castel del Rio;44,127;11,502;;5-6;4,37;0,32
1892;12;29;20;11;;Palazzuolo sul Senio;44,094;11,581;;4-5;3,93;0,46
1893;1;2;7;55;;Cuneese;44,293;7,348;;5-6;4,57;0,3
1893;1;25;;;;Vallo di Diano;40,513;15,36;;7;5,15;0,1
1893;1;29;1;10;;Stromboli;38,806;15,235;;5;4,16;0,46
1893;3;12;0;5;48;Colli Albani;41,722;12,69;;4-5;3,78;0,43
1893;3;31;0;0;;Etna - Nicolosi;37,614;15,026;;6-7;3,47;0,33
1893;4;1;7;9;;Etna - Zafferana Etnea;37,685;15,056;;6-7;3,47;0,33
1893;4;22;3;20;;Monti Nebrodi;38,001;15,028;;6-7;4,83;0,23
1893;5;11;14;10;34;Isola di Ustica;38,363;13,288;;5;4,59;0,29
1893;8;2;0;59;;Valnerina;42,608;13,002;;5-6;4,55;0,17
1893;8;10;20;52;;Gargano;41,713;16,075;;8;5,39;0,19
1893;10;20;20;15;;Appennino parmense;44,376;10,13;;4-5;4,04;0,2
1893;10;27;16;31;;Bellunese;46,18;12,265;;5;4,42;0,23
1894;2;9;12;48;5;Valle d'Illasi;45,584;11,14;;6;4,74;0,13
1894;2;20;;;;Monti Peloritani ?;37,926;15,076;;5;4,33;0,31
1894;3;16;3;32;;Isola di Pantelleria;36,829;11,943;;5-6;4,4;0,46
1894;3;25;;;;Gargano;41,866;15,323;;6-7;4,9;0,31
1894;5;28;20;15;;Pollino;39,995;16,036;;7;5,01;0,11
1894;8;3;6;29;26;Salina;38,562;14,873;;4;3,7;0,46
1894;8;7;12;58;;Etna - Zerbate (Aci S. Antonio);37,654;15,109;;6;3,19;0,31
1894;8;8;5;16;;Etna - Mazzasette (Acireale);37,653;15,11;;8-9;4,59;0,38
1894;10;29;3;58;;Alto Aniene;42,018;12,911;;5;4,12;0,43
1894;11;16;17;52;;Calabria meridionale;38,288;15,87;;9;6,12;0,1
1894;11;27;5;7;;Bresciano;45,563;10,123;;6;4,89;0,1
1894;11;28;;;;Feltrino;46,006;11,821;;5-6;4,49;0,53
1894;12;12;11;15;;Livorno;43,551;10,309;;5;4,16;0,46
1894;12;27;;;;Filicudi;38,56;14,581;;6;4,99;0,29
1895;1;11;22;20;;Ljubljana;46,1;14,5;;6-7;4,86;0,46
1895;2;1;7;24;35;Monti del Partenio;41,011;14,56;;5;4,29;0,24
1895;2;27;15;38;;Dolomiti Friulane;46,099;12,453;;5;4,31;0,24
1895;3;9;22;4;;Tirreno meridionale;38,379;15,506;;5;4,67;0,41
1895;3;18;13;38;;Cuneese;44,327;7,415;;4-5;4;0,37
1895;3;23;;;;Comacchio;44,721;12,017;;6;4,65;0,23
1895;3;25;21;15;;Cassinese;41,489;13,822;;5;4,16;0,46
1895;4;13;15;1;;Monti Iblei ?;37,075;14,694;;6-7;4,82;0,26
1895;4;14;20;17;30;Ljubljana;46,125;14,514;;8-9;5,98;0,1
1895;4;14;22;20;;Ljubljana;46,1;14,5;;6-7;4,86;0,46
1895;4;14;22;40;;Ljubljana;46,05;14,5;;6;4,63;0,46
1895;4;14;23;1;;Ljubljana;46,1;14,5;;7;5,1;0,46
1895;4;14;23;49;;Ljubljana;46,1;14,5;;6;4,63;0,46
1895;4;15;0;31;;Ljubljana;46,1;14,5;;5;4,16;0,46
1895;4;15;2;36;;Ljubljana;46,1;14,5;;6;4,63;0,46
1895;4;15;2;45;;Ljubljana;46,1;14,5;;5;4,16;0,46
1895;4;15;3;11;;Ljubljana;46,1;14,5;;5-6;4,4;0,46
1895;4;15;3;19;;Ljubljana;46,1;14,5;;6-7;4,86;0,46
1895;4;15;3;43;;Ljubljana;46,1;14,5;;5;4,16;0,46
1895;4;15;4;35;;Ljubljana;46,1;14,5;;5-6;4,4;0,46
1895;4;15;5;52;;Ljubljana;46,05;14,5;;6;4,63;0,46
1895;5;12;20;29;;Reggiano;44,745;10,605;;4-5;3,98;0,38
1895;5;18;19;55;12;Fiorentino;43,703;11,264;;8;5,5;0,1
1895;5;20;15;32;57;Valle Umbra;42,655;12,637;;5-6;4,49;0,22
1895;5;25;12;42;;Villanova Marchesana;45,008;11,96;;4-5;3,98;0,56
1895;6;6;0;35;5;Fiorentino;43,762;11,241;;5-6;4,55;0,21
1895;6;10;1;47;;Prealpi Trevigiane;45,943;12,073;;6;4,85;0,17
1895;6;30;3;48;50;Poggio Picenze;42,32;13,541;;4-5;3,93;0,46
1895;7;19;9;45;;Appennino lucano;40,297;15,913;;5;4,21;0,33
1895;7;26;17;44;;Calabria meridionale;38,286;15,858;;5;4,32;0,39
1895;7;30;10;47;;Comacchio;44,669;11,942;;5;4,47;0,4
1895;8;7;19;49;32;Appennino tosco-emiliano;43,967;10,818;;5;4,67;0,11
1895;8;9;17;38;20;Adriatico centrale;42,54;15,015;;6;5,11;0,1
1895;8;25;0;17;10;Sellano;42,811;12,84;;5;4,25;0,49
1895;9;4;13;30;;Valle del Montone;44,027;11,818;;6-7;4,77;0,38
1895;9;15;10;25;;Calabria centrale;38,661;16,197;;5;4,16;0,46
1895;10;12;2;45;;Monte Baldo;45,764;10,809;;5;4,16;0,46
1895;10;25;0;24;58;Chianti;43,529;11,214;;5-6;4,51;0,21
1895;10;25;12;10;;Fermo;43,268;13,676;;5;4,16;0,46
1895;11;1;;;;Campagna romana;41,766;12,432;;6-7;4,83;0,15
1895;11;2;7;30;;Valle de' Signori;45,649;11,155;;5;4,33;0,39
1895;11;18;16;32;;Oppido Mamertina;38,234;15,769;;5;4,61;0,29
1895;12;25;4;47;;Liguria occidentale;43,903;8,059;;5;4,18;0,55
1896;1;6;15;59;;Narni;42,556;12,593;;5;4,08;0,38
1896;1;6;17;40;42;Monte Baldo;45,734;10,788;;4;3,7;0,46
1896;1;31;22;45;;Sant'Agata Feltria;43,864;12,209;;4;3,7;0,46
1896;3;18;20;45;;Etna - Fossa Dell'Acqua (Acireale);37,619;15,138;;5-6;2,91;0,3
1896;4;1;7;18;34;Calabria meridionale;38,174;15,756;;5;4,27;0,36
1896;4;5;21;20;;Tolmin;46,15;13,75;;5;4,16;0,46
1896;4;17;11;53;;Gargano;41,706;15,959;;6;4,63;0,46
1896;7;2;0;30;;Stretto di Sicilia;36,977;14,889;;4;3,99;0,5
1896;7;8;1;51;28;Porretta Terme;44,059;10,921;;5;4,37;0,45
1896;9;17;14;51;;Calabria meridionale;38,211;16,039;;5;4,38;0,34
